timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
3837 3836.55 147 0 316228 0 108.061 -nan 0
3838 3837.55 147 0 316228 0 108.061 -nan 0
3839 3838.55 147 0 316228 0 108.061 -nan 0
3840 3839.55 147 0 316228 0 108.061 -nan 0
3841 3840.55 147 0 316228 0 108.061 -nan 0
3842 3841.55 147 0 316228 0 108.061 -nan 0
3843 3842.55 147 0 316228 0 108.061 -nan 0
3844 3843.55 147 0 316228 0 108.061 -nan 0
3845 3844.55 147 0 316228 0 108.061 -nan 0
3846 3845.55 147 0 316228 0 108.061 -nan 0
3847 3846.55 147 0 316228 0 108.061 -nan 0
3848 3847.55 147 0 316228 0 108.061 -nan 0
3849 3848.55 147 0 316228 0 108.061 -nan 0
3850 3849.55 147 0 316228 0 108.061 -nan 0
3851 3850.55 147 0 316228 0 108.061 -nan 0
3852 3851.55 147 0 316228 0 108.061 -nan 0
3853 3852.55 147 0 316228 0 108.061 -nan 0
3854 3853.55 147 0 316228 0 108.061 -nan 0
3855 3854.55 147 0 316228 0 108.061 -nan 0
3856 3855.55 147 0 316228 0 108.061 -nan 0
3857 3856.55 147 0 316228 0 108.061 -nan 0
3858 3857.55 147 0 316228 0 108.061 -nan 0
3859 3858.55 147 0 316228 0 108.061 -nan 0
3860 3859.55 147 0 316228 0 108.061 -nan 0
3861 3860.55 147 0 316228 0 108.061 -nan 0
3862 3861.55 147 0 316228 0 108.061 -nan 0
3863 3862.55 147 0 316228 0 108.061 -nan 0
3864 3863.55 147 0 316228 0 108.061 -nan 0
3865 3864.55 147 0 316228 0 108.061 -nan 0
3866 3865.55 147 0 316228 0 108.061 -nan 0
3867 3866.55 147 0 316228 0 108.061 -nan 0
3868 3867.55 147 0 316228 0 108.061 -nan 0
3869 3868.55 147 0 316228 0 108.061 -nan 0
3870 3869.55 147 0 316228 0 108.061 -nan 0
3871 3870.55 147 0 316228 0 108.061 -nan 0
3872 3871.55 147 0 316228 0 108.061 -nan 0
3873 3872.55 147 0 316228 0 108.061 -nan 0
3874 3873.55 147 0 316228 0 108.061 -nan 0
3875 3874.55 147 0 316228 0 108.061 -nan 0
3876 3875.55 147 0 316228 0 108.061 -nan 0
3877 3876.55 147 0 316228 0 108.061 -nan 0
3878 3877.55 147 0 316228 0 108.061 -nan 0
3879 3878.55 147 0 316228 0 108.061 -nan 0
3880 3879.55 147 0 316228 0 108.061 -nan 0
3881 3880.55 147 0 316228 0 108.061 -nan 0
3882 3881.55 147 0 316228 0 108.061 -nan 0
3883 3882.55 147 0 316228 0 108.061 -nan 0
3884 3883.55 147 0 316228 0 108.061 -nan 0
3885 3884.55 147 0 316228 0 108.061 -nan 0
3886 3885.55 147 0 316228 0 108.061 -nan 0
3887 3886.55 147 0 316228 0 108.061 -nan 0
3888 3887.55 147 0 316228 0 108.061 -nan 0
3889 3888.55 147 0 316228 0 108.061 -nan 0
3890 3889.55 147 0 316228 0 108.061 -nan 0
3891 3890.55 147 0 316228 0 108.061 -nan 0
3892 3891.55 147 0 316228 0 108.061 -nan 0
3893 3892.55 147 0 316228 0 108.061 -nan 0
3894 3893.55 147 0 316228 0 108.061 -nan 0
3895 3894.55 147 0 316228 0 108.061 -nan 0
3896 3895.55 147 0 316228 0 108.061 -nan 0
3897 3896.55 147 0 316228 0 108.061 -nan 0
3898 3897.55 147 0 316228 0 108.061 -nan 0
3899 3898.55 147 0 316228 0 108.061 -nan 0
3900 3899.55 147 0 316228 0 108.061 -nan 0
3901 3900.55 147 0 316228 0 108.061 -nan 0
3902 3901.55 147 0 316228 0 108.061 -nan 0
3903 3902.55 147 0 316228 0 108.061 -nan 0
3904 3903.55 147 0 316228 0 108.061 -nan 0
3905 3904.55 147 0 316228 0 108.061 -nan 0
3906 3905.55 147 0 316228 0 108.061 -nan 0
3907 3906.55 147 0 316228 0 108.061 -nan 0
3908 3907.55 147 0 316228 0 108.061 -nan 0
3909 3908.55 147 0 316228 0 108.061 -nan 0
3910 3909.55 147 0 316228 0 108.061 -nan 0
3911 3910.55 147 0 316228 0 108.061 -nan 0
3912 3911.55 147 0 316228 0 108.061 -nan 0
3913 3912.55 147 0 316228 0 108.061 -nan 0
3914 3913.55 147 0 316228 0 108.061 -nan 0
3915 3914.55 147 0 316228 0 108.061 -nan 0
3916 3915.55 147 0 316228 0 108.061 -nan 0
3917 3916.55 147 0 316228 0 108.061 -nan 0
3918 3917.55 147 0 316228 0 108.061 -nan 0
3919 3918.55 147 0 316228 0 108.061 -nan 0
3920 3919.55 147 0 316228 0 108.061 -nan 0
3921 3920.55 147 0 316228 0 108.061 -nan 0
3922 3921.55 147 0 316228 0 108.061 -nan 0
3923 3922.55 147 0 316228 0 108.061 -nan 0
3924 3923.55 147 0 316228 0 108.061 -nan 0
3925 3924.55 147 0 316228 0 108.061 -nan 0
3926 3925.55 147 0 316228 0 108.061 -nan 0
3927 3926.55 147 0 316228 0 108.061 -nan 0
3928 3927.55 147 0 316228 0 108.061 -nan 0
3929 3928.55 147 0 316228 0 108.061 -nan 0
3930 3929.55 147 0 316228 0 108.061 -nan 0
3931 3930.55 147 0 316228 0 108.061 -nan 0
3932 3931.55 147 0 316228 0 108.061 -nan 0
3933 3932.55 147 0 316228 0 108.061 -nan 0
3934 3933.55 147 0 316228 0 108.061 -nan 0
3935 3934.55 147 0 316228 0 108.061 -nan 0
3936 3935.55 147 0 316228 0 108.061 -nan 0
3937 3936.55 147 0 316228 0 108.061 -nan 0
3938 3937.55 147 0 316228 0 108.061 -nan 0
3939 3938.55 147 0 316228 0 108.061 -nan 0
3940 3939.55 147 0 316228 0 108.061 -nan 0
3941 3940.55 147 0 316228 0 108.061 -nan 0
3942 3941.55 147 0 316228 0 108.061 -nan 0
3943 3942.55 147 0 316228 0 108.061 -nan 0
3944 3943.55 147 0 316228 0 108.061 -nan 0
3945 3944.55 147 0 316228 0 108.061 -nan 0
3946 3945.55 147 0 316228 0 108.061 -nan 0
3947 3946.55 147 0 316228 0 108.061 -nan 0
3948 3947.55 147 0 316228 0 108.061 -nan 0
3949 3948.55 147 0 316228 0 108.061 -nan 0
3950 3949.55 147 0 316228 0 108.061 -nan 0
3951 3950.55 147 0 316228 0 108.061 -nan 0
3952 3951.55 147 0 316228 0 108.061 -nan 0
3953 3952.55 147 0 316228 0 108.061 -nan 0
3954 3953.55 147 0 316228 0 108.061 -nan 0
3955 3954.55 147 0 316228 0 108.061 -nan 0
3956 3955.55 147 0 316228 0 108.061 -nan 0
3957 3956.55 147 0 316228 0 108.061 -nan 0
3958 3957.55 147 0 316228 0 108.061 -nan 0
3959 3958.55 147 0 316228 0 108.061 -nan 0
3960 3959.55 147 0 316228 0 108.061 -nan 0
3961 3960.55 147 0 316228 0 108.061 -nan 0
3962 3961.55 147 0 316228 0 108.061 -nan 0
3963 3962.55 147 0 316228 0 108.061 -nan 0
3964 3963.55 147 0 316228 0 108.061 -nan 0
3965 3964.55 147 0 316228 0 108.061 -nan 0
3966 3965.55 147 0 316228 0 108.061 -nan 0
3967 3966.55 147 0 316228 0 108.061 -nan 0
3968 3967.55 147 0 316228 0 108.061 -nan 0
3969 3968.55 147 0 316228 0 108.061 -nan 0
3970 3969.55 147 0 316228 0 108.061 -nan 0
3971 3970.55 147 0 316228 0 108.061 -nan 0
3972 3971.55 147 0 316228 0 108.061 -nan 0
3973 3972.55 147 0 316228 0 108.061 -nan 0
3974 3973.55 147 0 316228 0 108.061 -nan 0
3975 3974.55 147 0 316228 0 108.061 -nan 0
3976 3975.55 147 0 316228 0 108.061 -nan 0
3977 3976.55 147 0 316228 0 108.061 -nan 0
3978 3977.55 147 0 316228 0 108.061 -nan 0
3979 3978.55 147 0 316228 0 108.061 -nan 0
3980 3979.55 147 0 316228 0 108.061 -nan 0
3981 3980.55 147 0 316228 0 108.061 -nan 0
3982 3981.55 147 0 316228 0 108.061 -nan 0
3983 3982.55 147 0 316228 0 108.061 -nan 0
3984 3983.55 147 0 316228 0 108.061 -nan 0
3985 3984.55 147 0 316228 0 108.061 -nan 0
3986 3985.55 147 0 316228 0 108.061 -nan 0
3987 3986.55 147 0 316228 0 108.061 -nan 0
3988 3987.55 147 0 316228 0 108.061 -nan 0
3989 3988.55 147 0 316228 0 108.061 -nan 0
3990 3989.55 147 0 316228 0 108.061 -nan 0
3991 3990.55 147 0 316228 0 108.061 -nan 0
3992 3991.55 147 0 316228 0 108.061 -nan 0
3993 3992.55 147 0 316228 0 108.061 -nan 0
3994 3993.55 147 0 316228 0 108.061 -nan 0
3995 3994.55 147 0 316228 0 108.061 -nan 0
3996 3995.55 147 0 316228 0 108.061 -nan 0
3997 3996.55 147 0 316228 0 108.061 -nan 0
3998 3997.55 147 0 316228 0 108.061 -nan 0
3999 3998.55 147 0 316228 0 108.061 -nan 0
4000 3999.55 147 0 316228 0 108.061 -nan 0
4001 4000.55 147 0 316228 0 108.061 -nan 0
4002 4001.55 147 0 316228 0 108.061 -nan 0
4003 4002.55 147 0 316228 0 108.061 -nan 0
4004 4003.55 147 0 316228 0 108.061 -nan 0
4005 4004.55 147 0 316228 0 108.061 -nan 0
4006 4005.55 147 0 316228 0 108.061 -nan 0
4007 4006.55 147 0 316228 0 108.061 -nan 0
4008 4007.55 147 0 316228 0 108.061 -nan 0
4009 4008.55 147 0 316228 0 108.061 -nan 0
4010 4009.55 147 0 316228 0 108.061 -nan 0
4011 4010.55 147 0 316228 0 108.061 -nan 0
4012 4011.55 147 0 316228 0 108.061 -nan 0
4013 4012.55 147 0 316228 0 108.061 -nan 0
4014 4013.55 147 0 316228 0 108.061 -nan 0
4015 4014.55 147 0 316228 0 108.061 -nan 0
4016 4015.55 147 0 316228 0 108.061 -nan 0
4017 4016.55 147 0 316228 0 108.061 -nan 0
4018 4017.55 147 0 316228 0 108.061 -nan 0
4019 4018.55 147 0 316228 0 108.061 -nan 0
4020 4019.55 147 0 316228 0 108.061 -nan 0
4021 4020.55 147 0 316228 0 108.061 -nan 0
4022 4021.55 147 0 316228 0 108.061 -nan 0
4023 4022.55 147 0 316228 0 108.061 -nan 0
4024 4023.55 147 0 316228 0 108.061 -nan 0
4025 4024.55 147 0 316228 0 108.061 -nan 0
4026 4025.55 147 0 316228 0 108.061 -nan 0
4027 4026.55 147 0 316228 0 108.061 -nan 0
4028 4027.55 147 0 316228 0 108.061 -nan 0
4029 4028.55 147 0 316228 0 108.061 -nan 0
4030 4029.55 147 0 316228 0 108.061 -nan 0
4031 4030.55 147 0 316228 0 108.061 -nan 0
4032 4031.55 147 0 316228 0 108.061 -nan 0
4033 4032.55 147 0 316228 0 108.061 -nan 0
4034 4033.55 147 0 316228 0 108.061 -nan 0
4035 4034.55 147 0 316228 0 108.061 -nan 0
4036 4035.55 147 0 316228 0 108.061 -nan 0
4037 4036.55 147 0 316228 0 108.061 -nan 0
4038 4037.55 147 0 316228 0 108.061 -nan 0
4039 4038.55 147 0 316228 0 108.061 -nan 0
4040 4039.55 147 0 316228 0 108.061 -nan 0
4041 4040.55 147 0 316228 0 108.061 -nan 0
4042 4041.55 147 0 316228 0 108.061 -nan 0
4043 4042.55 147 0 316228 0 108.061 -nan 0
4044 4043.55 147 0 316228 0 108.061 -nan 0
4045 4044.55 147 0 316228 0 108.061 -nan 0
4046 4045.55 147 0 316228 0 108.061 -nan 0
4047 4046.55 147 0 316228 0 108.061 -nan 0
4048 4047.55 147 0 316228 0 108.061 -nan 0
4049 4048.55 147 0 316228 0 108.061 -nan 0
4050 4049.55 147 0 316228 0 108.061 -nan 0
4051 4050.55 147 0 316228 0 108.061 -nan 0
4052 4051.55 147 0 316228 0 108.061 -nan 0
4053 4052.55 147 0 316228 0 108.061 -nan 0
4054 4053.55 147 0 316228 0 108.061 -nan 0
4055 4054.55 147 0 316228 0 108.061 -nan 0
4056 4055.55 147 0 316228 0 108.061 -nan 0
4057 4056.55 147 0 316228 0 108.061 -nan 0
4058 4057.55 147 0 316228 0 108.061 -nan 0
4059 4058.55 147 0 316228 0 108.061 -nan 0
4060 4059.55 147 0 316228 0 108.061 -nan 0
4061 4060.55 147 0 316228 0 108.061 -nan 0
4062 4061.55 147 0 316228 0 108.061 -nan 0
4063 4062.55 147 0 316228 0 108.061 -nan 0
4064 4063.55 147 0 316228 0 108.061 -nan 0
4065 4064.55 147 0 316228 0 108.061 -nan 0
4066 4065.55 147 0 316228 0 108.061 -nan 0
4067 4066.55 147 0 316228 0 108.061 -nan 0
4068 4067.55 147 0 316228 0 108.061 -nan 0
4069 4068.55 147 0 316228 0 108.061 -nan 0
4070 4069.55 147 0 316228 0 108.061 -nan 0
4071 4070.55 147 0 316228 0 108.061 -nan 0
4072 4071.55 147 0 316228 0 108.061 -nan 0
4073 4072.55 147 0 316228 0 108.061 -nan 0
4074 4073.55 147 0 316228 0 108.061 -nan 0
4075 4074.55 147 0 316228 0 108.061 -nan 0
4076 4075.55 147 0 316228 0 108.061 -nan 0
4077 4076.55 147 0 316228 0 108.061 -nan 0
4078 4077.55 147 0 316228 0 108.061 -nan 0
4079 4078.55 147 0 316228 0 108.061 -nan 0
4080 4079.55 147 0 316228 0 108.061 -nan 0
4081 4080.55 147 0 316228 0 108.061 -nan 0
4082 4081.55 147 0 316228 0 108.061 -nan 0
4083 4082.55 147 0 316228 0 108.061 -nan 0
4084 4083.55 147 0 316228 0 108.061 -nan 0
4085 4084.55 147 0 316228 0 108.061 -nan 0
4086 4085.55 147 0 316228 0 108.061 -nan 0
4087 4086.55 147 0 316228 0 108.061 -nan 0
4088 4087.55 147 0 316228 0 108.061 -nan 0
4089 4088.55 147 0 316228 0 108.061 -nan 0
4090 4089.55 147 0 316228 0 108.061 -nan 0
4091 4090.55 147 0 316228 0 108.061 -nan 0
4092 4091.55 147 0 316228 0 108.061 -nan 0
4093 4092.55 147 0 316228 0 108.061 -nan 0
4094 4093.55 147 0 316228 0 108.061 -nan 0
4095 4094.55 147 0 316228 0 108.061 -nan 0
4096 4095.55 147 0 316228 0 108.061 -nan 0
4097 4096.55 147 0 316228 0 108.061 -nan 0
4098 4097.55 147 0 316228 0 108.061 -nan 0
4099 4098.55 147 0 316228 0 108.061 -nan 0
4100 4099.55 147 0 316228 0 108.061 -nan 0
4101 4100.55 147 0 316228 0 108.061 -nan 0
4102 4101.55 147 0 316228 0 108.061 -nan 0
4103 4102.55 147 0 316228 0 108.061 -nan 0
4104 4103.55 147 0 316228 0 108.061 -nan 0
4105 4104.55 147 0 316228 0 108.061 -nan 0
4106 4105.55 147 0 316228 0 108.061 -nan 0
4107 4106.55 147 0 316228 0 108.061 -nan 0
4108 4107.55 147 0 316228 0 108.061 -nan 0
4109 4108.55 147 0 316228 0 108.061 -nan 0
4110 4109.55 147 0 316228 0 108.061 -nan 0
4111 4110.55 147 0 316228 0 108.061 -nan 0
4112 4111.55 147 0 316228 0 108.061 -nan 0
4113 4112.55 147 0 316228 0 108.061 -nan 0
4114 4113.55 147 0 316228 0 108.061 -nan 0
4115 4114.55 147 0 316228 0 108.061 -nan 0
4116 4115.55 147 0 316228 0 108.061 -nan 0
4117 4116.55 147 0 316228 0 108.061 -nan 0
4118 4117.55 147 0 316228 0 108.061 -nan 0
4119 4118.55 147 0 316228 0 108.061 -nan 0
4120 4119.55 147 0 316228 0 108.061 -nan 0
4121 4120.55 147 0 316228 0 108.061 -nan 0
4122 4121.55 147 0 316228 0 108.061 -nan 0
4123 4122.55 147 0 316228 0 108.061 -nan 0
4124 4123.55 147 0 316228 0 108.061 -nan 0
4125 4124.55 147 0 316228 0 108.061 -nan 0
4126 4125.55 147 0 316228 0 108.061 -nan 0
4127 4126.55 147 0 316228 0 108.061 -nan 0
4128 4127.55 147 0 316228 0 108.061 -nan 0
4129 4128.55 147 0 316228 0 108.061 -nan 0
4130 4129.55 147 0 316228 0 108.061 -nan 0
4131 4130.55 147 0 316228 0 108.061 -nan 0
4132 4131.55 147 0 316228 0 108.061 -nan 0
4133 4132.55 147 0 316228 0 108.061 -nan 0
4134 4133.55 147 0 316228 0 108.061 -nan 0
4135 4134.55 147 0 316228 0 108.061 -nan 0
4136 4135.55 147 0 316228 0 108.061 -nan 0
4137 4136.55 147 0 316228 0 108.061 -nan 0
4138 4137.55 147 0 316228 0 108.061 -nan 0
4139 4138.55 147 0 316228 0 108.061 -nan 0
4140 4139.55 147 0 316228 0 108.061 -nan 0
4141 4140.55 147 0 316228 0 108.061 -nan 0
4142 4141.55 147 0 316228 0 108.061 -nan 0
4143 4142.55 147 0 316228 0 108.061 -nan 0
4144 4143.55 147 0 316228 0 108.061 -nan 0
4145 4144.55 147 0 316228 0 108.061 -nan 0
4146 4145.55 147 0 316228 0 108.061 -nan 0
4147 4146.55 147 0 316228 0 108.061 -nan 0
4148 4147.55 147 0 316228 0 108.061 -nan 0
4149 4148.55 147 0 316228 0 108.061 -nan 0
4150 4149.55 147 0 316228 0 108.061 -nan 0
4151 4150.55 147 0 316228 0 108.061 -nan 0
4152 4151.55 147 0 316228 0 108.061 -nan 0
4153 4152.55 147 0 316228 0 108.061 -nan 0
4154 4153.55 147 0 316228 0 108.061 -nan 0
4155 4154.55 147 0 316228 0 108.061 -nan 0
4156 4155.55 147 0 316228 0 108.061 -nan 0
4157 4156.55 147 0 316228 0 108.061 -nan 0
4158 4157.55 147 0 316228 0 108.061 -nan 0
4159 4158.55 147 0 316228 0 108.061 -nan 0
4160 4159.55 147 0 316228 0 108.061 -nan 0
4161 4160.55 147 0 316228 0 108.061 -nan 0
4162 4161.55 147 0 316228 0 108.061 -nan 0
4163 4162.55 147 0 316228 0 108.061 -nan 0
4164 4163.55 147 0 316228 0 108.061 -nan 0
4165 4164.55 147 0 316228 0 108.061 -nan 0
4166 4165.55 147 0 316228 0 108.061 -nan 0
4167 4166.55 147 0 316228 0 108.061 -nan 0
4168 4167.55 147 0 316228 0 108.061 -nan 0
4169 4168.55 147 0 316228 0 108.061 -nan 0
4170 4169.55 147 0 316228 0 108.061 -nan 0
4171 4170.55 147 0 316228 0 108.061 -nan 0
4172 4171.55 147 0 316228 0 108.061 -nan 0
4173 4172.55 147 0 316228 0 108.061 -nan 0
4174 4173.55 147 0 316228 0 108.061 -nan 0
4175 4174.55 147 0 316228 0 108.061 -nan 0
4176 4175.55 147 0 316228 0 108.061 -nan 0
4177 4176.55 147 0 316228 0 108.061 -nan 0
4178 4177.55 147 0 316228 0 108.061 -nan 0
4179 4178.55 147 0 316228 0 108.061 -nan 0
4180 4179.55 147 0 316228 0 108.061 -nan 0
4181 4180.55 147 0 316228 0 108.061 -nan 0
4182 4181.55 147 0 316228 0 108.061 -nan 0
4183 4182.55 147 0 316228 0 108.061 -nan 0
4184 4183.55 147 0 316228 0 108.061 -nan 0
4185 4184.55 147 0 316228 0 108.061 -nan 0
4186 4185.55 147 0 316228 0 108.061 -nan 0
4187 4186.55 147 0 316228 0 108.061 -nan 0
4188 4187.55 147 0 316228 0 108.061 -nan 0
4189 4188.55 147 0 316228 0 108.061 -nan 0
4190 4189.55 147 0 316228 0 108.061 -nan 0
4191 4190.55 147 0 316228 0 108.061 -nan 0
4192 4191.55 147 0 316228 0 108.061 -nan 0
4193 4192.55 147 0 316228 0 108.061 -nan 0
4194 4193.55 147 0 316228 0 108.061 -nan 0
4195 4194.55 147 0 316228 0 108.061 -nan 0
4196 4195.55 147 0 316228 0 108.061 -nan 0
4197 4196.55 147 0 316228 0 108.061 -nan 0
4198 4197.55 147 0 316228 0 108.061 -nan 0
4199 4198.55 147 0 316228 0 108.061 -nan 0
4200 4199.55 147 0 316228 0 108.061 -nan 0
4201 4200.55 147 0 316228 0 108.061 -nan 0
4202 4201.55 147 0 316228 0 108.061 -nan 0
4203 4202.55 147 0 316228 0 108.061 -nan 0
4204 4203.55 147 0 316228 0 108.061 -nan 0
4205 4204.55 147 0 316228 0 108.061 -nan 0
4206 4205.55 147 0 316228 0 108.061 -nan 0
4207 4206.55 147 0 316228 0 108.061 -nan 0
4208 4207.55 147 0 316228 0 108.061 -nan 0
4209 4208.55 147 0 316228 0 108.061 -nan 0
4210 4209.55 147 0 316228 0 108.061 -nan 0
4211 4210.55 147 0 316228 0 108.061 -nan 0
4212 4211.55 147 0 316228 0 108.061 -nan 0
4213 4212.55 147 0 316228 0 108.061 -nan 0
4214 4213.55 147 0 316228 0 108.061 -nan 0
4215 4214.55 147 0 316228 0 108.061 -nan 0
4216 4215.55 147 0 316228 0 108.061 -nan 0
4217 4216.55 147 0 316228 0 108.061 -nan 0
4218 4217.55 147 0 316228 0 108.061 -nan 0
4219 4218.55 147 0 316228 0 108.061 -nan 0
4220 4219.55 147 0 316228 0 108.061 -nan 0
4221 4220.55 147 0 316228 0 108.061 -nan 0
4222 4221.55 147 0 316228 0 108.061 -nan 0
4223 4222.55 147 0 316228 0 108.061 -nan 0
4224 4223.55 147 0 316228 0 108.061 -nan 0
4225 4224.55 147 0 316228 0 108.061 -nan 0
4226 4225.55 147 0 316228 0 108.061 -nan 0
4227 4226.55 147 0 316228 0 108.061 -nan 0
4228 4227.55 147 0 316228 0 108.061 -nan 0
4229 4228.55 147 0 316228 0 108.061 -nan 0
4230 4229.55 147 0 316228 0 108.061 -nan 0
4231 4230.55 147 0 316228 0 108.061 -nan 0
4232 4231.55 147 0 316228 0 108.061 -nan 0
4233 4232.55 147 0 316228 0 108.061 -nan 0
4234 4233.55 147 0 316228 0 108.061 -nan 0
4235 4234.55 147 0 316228 0 108.061 -nan 0
4236 4235.55 147 0 316228 0 108.061 -nan 0
4237 4236.55 147 0 316228 0 108.061 -nan 0
4238 4237.55 147 0 316228 0 108.061 -nan 0
4239 4238.55 147 0 316228 0 108.061 -nan 0
4240 4239.55 147 0 316228 0 108.061 -nan 0
4241 4240.55 147 0 316228 0 108.061 -nan 0
4242 4241.55 147 0 316228 0 108.061 -nan 0
4243 4242.55 147 0 316228 0 108.061 -nan 0
4244 4243.55 147 0 316228 0 108.061 -nan 0
4245 4244.55 147 0 316228 0 108.061 -nan 0
4246 4245.55 147 0 316228 0 108.061 -nan 0
4247 4246.55 147 0 316228 0 108.061 -nan 0
4248 4247.55 147 0 316228 0 108.061 -nan 0
4249 4248.55 147 0 316228 0 108.061 -nan 0
4250 4249.55 147 0 316228 0 108.061 -nan 0
4251 4250.55 147 0 316228 0 108.061 -nan 0
4252 4251.55 147 0 316228 0 108.061 -nan 0
4253 4252.55 147 0 316228 0 108.061 -nan 0
4254 4253.55 147 0 316228 0 108.061 -nan 0
4255 4254.55 147 0 316228 0 108.061 -nan 0
4256 4255.55 147 0 316228 0 108.061 -nan 0
4257 4256.55 147 0 316228 0 108.061 -nan 0
4258 4257.55 147 0 316228 0 108.061 -nan 0
4259 4258.55 147 0 316228 0 108.061 -nan 0
4260 4259.55 147 0 316228 0 108.061 -nan 0
4261 4260.55 147 0 316228 0 108.061 -nan 0
4262 4261.55 147 0 316228 0 108.061 -nan 0
4263 4262.55 147 0 316228 0 108.061 -nan 0
4264 4263.55 147 0 316228 0 108.061 -nan 0
4265 4264.55 147 0 316228 0 108.061 -nan 0
4266 4265.55 147 0 316228 0 108.061 -nan 0
4267 4266.55 147 0 316228 0 108.061 -nan 0
4268 4267.55 147 0 316228 0 108.061 -nan 0
4269 4268.55 147 0 316228 0 108.061 -nan 0
4270 4269.55 147 0 316228 0 108.061 -nan 0
4271 4270.55 147 0 316228 0 108.061 -nan 0
4272 4271.55 147 0 316228 0 108.061 -nan 0
4273 4272.55 147 0 316228 0 108.061 -nan 0
4274 4273.55 147 0 316228 0 108.061 -nan 0
4275 4274.55 147 0 316228 0 108.061 -nan 0
4276 4275.55 147 0 316228 0 108.061 -nan 0
4277 4276.55 147 0 316228 0 108.061 -nan 0
4278 4277.55 147 0 316228 0 108.061 -nan 0
4279 4278.55 147 0 316228 0 108.061 -nan 0
4280 4279.55 147 0 316228 0 108.061 -nan 0
4281 4280.55 147 0 316228 0 108.061 -nan 0
4282 4281.55 147 0 316228 0 108.061 -nan 0
4283 4282.55 147 0 316228 0 108.061 -nan 0
4284 4283.55 147 0 316228 0 108.061 -nan 0
4285 4284.55 147 0 316228 0 108.061 -nan 0
4286 4285.55 147 0 316228 0 108.061 -nan 0
4287 4286.55 147 0 316228 0 108.061 -nan 0
4288 4287.55 147 0 316228 0 108.061 -nan 0
4289 4288.55 147 0 316228 0 108.061 -nan 0
4290 4289.55 147 0 316228 0 108.061 -nan 0
4291 4290.55 147 0 316228 0 108.061 -nan 0
4292 4291.55 147 0 316228 0 108.061 -nan 0
4293 4292.55 147 0 316228 0 108.061 -nan 0
4294 4293.55 147 0 316228 0 108.061 -nan 0
4295 4294.55 147 0 316228 0 108.061 -nan 0
4296 4295.55 147 0 316228 0 108.061 -nan 0
4297 4296.55 147 0 316228 0 108.061 -nan 0
4298 4297.55 147 0 316228 0 108.061 -nan 0
4299 4298.55 147 0 316228 0 108.061 -nan 0
4300 4299.55 147 0 316228 0 108.061 -nan 0
4301 4300.55 147 0 316228 0 108.061 -nan 0
4302 4301.55 147 0 316228 0 108.061 -nan 0
4303 4302.55 147 0 316228 0 108.061 -nan 0
4304 4303.55 147 0 316228 0 108.061 -nan 0
4305 4304.55 147 0 316228 0 108.061 -nan 0
4306 4305.55 147 0 316228 0 108.061 -nan 0
4307 4306.55 147 0 316228 0 108.061 -nan 0
4308 4307.55 147 0 316228 0 108.061 -nan 0
4309 4308.55 147 0 316228 0 108.061 -nan 0
4310 4309.55 147 0 316228 0 108.061 -nan 0
4311 4310.55 147 0 316228 0 108.061 -nan 0
4312 4311.55 147 0 316228 0 108.061 -nan 0
4313 4312.55 147 0 316228 0 108.061 -nan 0
4314 4313.55 147 0 316228 0 108.061 -nan 0
4315 4314.55 147 0 316228 0 108.061 -nan 0
4316 4315.55 147 0 316228 0 108.061 -nan 0
4317 4316.55 147 0 316228 0 108.061 -nan 0
4318 4317.55 147 0 316228 0 108.061 -nan 0
4319 4318.55 147 0 316228 0 108.061 -nan 0
4320 4319.55 147 0 316228 0 108.061 -nan 0
4321 4320.55 147 0 316228 0 108.061 -nan 0
4322 4321.55 147 0 316228 0 108.061 -nan 0
4323 4322.55 147 0 316228 0 108.061 -nan 0
4324 4323.55 147 0 316228 0 108.061 -nan 0
4325 4324.55 147 0 316228 0 108.061 -nan 0
4326 4325.55 147 0 316228 0 108.061 -nan 0
4327 4326.55 147 0 316228 0 108.061 -nan 0
4328 4327.55 147 0 316228 0 108.061 -nan 0
4329 4328.55 147 0 316228 0 108.061 -nan 0
4330 4329.55 147 0 316228 0 108.061 -nan 0
4331 4330.55 147 0 316228 0 108.061 -nan 0
4332 4331.55 147 0 316228 0 108.061 -nan 0
4333 4332.55 147 0 316228 0 108.061 -nan 0
4334 4333.55 147 0 316228 0 108.061 -nan 0
4335 4334.55 147 0 316228 0 108.061 -nan 0
4336 4335.55 147 0 316228 0 108.061 -nan 0
4337 4336.55 147 0 316228 0 108.061 -nan 0
4338 4337.55 147 0 316228 0 108.061 -nan 0
4339 4338.55 147 0 316228 0 108.061 -nan 0
4340 4339.55 147 0 316228 0 108.061 -nan 0
4341 4340.55 147 0 316228 0 108.061 -nan 0
4342 4341.55 147 0 316228 0 108.061 -nan 0
4343 4342.55 147 0 316228 0 108.061 -nan 0
4344 4343.55 147 0 316228 0 108.061 -nan 0
4345 4344.55 147 0 316228 0 108.061 -nan 0
4346 4345.55 147 0 316228 0 108.061 -nan 0
4347 4346.55 147 0 316228 0 108.061 -nan 0
4348 4347.55 147 0 316228 0 108.061 -nan 0
4349 4348.55 147 0 316228 0 108.061 -nan 0
4350 4349.55 147 0 316228 0 108.061 -nan 0
4351 4350.55 147 0 316228 0 108.061 -nan 0
4352 4351.55 147 0 316228 0 108.061 -nan 0
4353 4352.55 147 0 316228 0 108.061 -nan 0
